REGION,LOCATION_NAME,LATITUDE,LONGITUDE,WIND SPEED,WIND DIRECTION,POW
Orissa,Katni,20.3,85.72,5.16231884057971,216.20289855072463,313.107334814322
Orissa,Kendrapara,20.5,86.42,10.182608695652174,209.79710144927537,2513.9378351107866
Orissa,Khordha,20.18,85.62,5.147101449275362,212.31884057971016,313.93867166395296
Orissa,Koraput,18.82,82.72,5.953623188405797,153.7173913043478,511.2711348097918
Orissa,Mayurbhanj,21.94,86.72,6.552898550724637,274.92753623188406,733.5355832578592
Orissa,Nayagarh,20.13,85.1,4.5050724637681165,268.5869565217391,176.96856531018904
Orissa,Puri,19.8,85.85,5.283333333333333,209.90579710144928,332.7729961520408
Orissa,Puri District,19.8,85.85,5.333783783783784,202.31756756756758,365.20286123391895
Orissa,Rayagada,19.17,83.42,4.2043478260869565,269.7536231884058,127.02532282917342
Orissa,Sambalpur,21.45,83.97,5.266666666666667,112.15217391304348,429.9184639329107
Orissa,Sundargarh,22.12,84.03,6.8536231884057965,115.3913043478261,830.7019067821601
Orissa,Udaipur,20.62,83.72,4.252991452991453,158.67521367521368,150.01638149640402
Puducherry,Karaikal,10.92,79.83,15.781884057971014,132.33333333333334,3564.671210314982
Puducherry,Puducherry,11.93,79.83,15.646376811594202,128.85507246376812,3564.671210314982
Punjab,Amritsar,31.629999999999995,74.87,5.243478260869566,118.65942028985508,370.52396334971564
Punjab,Barnala,30.379999999999995,75.55,7.165942028985507,162.1231884057971,968.9592645652046
Punjab,Faridkot,30.67,74.75,7.152898550724638,143.1304347826087,952.2415096001288
Punjab,Fatehgarh Sahib,30.53,75.72,7.052173913043479,162.80434782608697,932.2528991433276
Punjab,Fazilka,30.4,74.03,7.60072463768116,135.59420289855072,1227.4654730306665
Punjab,Firozpur,30.92,74.6,6.949275362318841,139.68840579710144,886.3229035150854
